work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,company_location,company_size,work_setting
2021,2,0,38,50000,16,50000,89,75,1,2
2021,3,0,64,59000,7,69741,29,67,0,2
2021,2,0,45,65000,7,76833,67,75,0,0
2021,1,0,99,74000,16,74000,44,39,0,0
2021,2,0,68,152000,16,152000,87,24,2,2
2021,0,0,99,21844,16,21844,17,15,1,0
2021,1,0,21,18000,16,18000,56,49,0,1
2021,2,0,68,174000,16,174000,87,76,2,2
2021,2,0,122,120500,2,96113,13,11,2,0
2021,1,0,71,147000,16,147000,87,76,2,0
2021,0,0,17,9272,16,9272,46,40,0,2
2021,2,0,99,1799997,10,24342,37,31,2,2
2021,2,0,68,4000000,10,54094,37,76,2,0
2021,0,0,64,90000,16,90000,87,76,0,2
2021,1,0,71,52000,7,61467,31,6,1,0
2021,2,0,100,195000,16,195000,87,76,1,2
2021,1,0,71,32000,7,37825,76,67,2,2
2021,2,0,122,50000,16,50000,29,76,0,2
2021,1,0,71,160000,16,160000,87,76,2,2
2021,1,0,71,69600,1,12901,11,10,0,1
2021,2,0,99,200000,16,200000,87,76,2,2
2021,2,0,45,165000,16,165000,87,76,1,1
2021,1,2,45,20000,16,20000,43,76,2,1
2021,2,0,40,120000,16,120000,87,76,2,1
2021,1,0,99,21000,7,24823,73,64,2,0
2021,1,0,122,48000,7,56738,29,24,0,0
2021,1,0,45,48000,8,66022,35,75,0,0
2021,0,0,21,435000,10,5882,37,69,2,1
2021,0,0,99,21000,7,24823,31,25,1,0
2021,2,0,116,185000,16,185000,87,76,2,2
2021,0,3,33,180000,6,28609,23,19,0,0
2021,1,0,99,75000,7,88654,7,8,1,2
2021,2,0,40,140000,16,140000,87,76,2,2
2021,1,0,99,180000,13,46597,63,55,2,2
2021,1,0,71,85000,8,116914,86,75,2,0
2021,1,0,71,2500000,10,33808,37,31,1,1
2021,1,0,71,40900,8,56256,86,75,2,0
2021,2,0,106,225000,16,225000,87,11,2,2
2021,3,1,117,416000,16,416000,87,76,0,2
2021,2,0,71,110000,2,87738,13,11,0,2
2021,1,0,71,75000,7,88654,31,25,2,0
2021,2,0,71,135000,16,135000,87,76,2,1
2021,2,0,36,90000,2,71786,13,11,1,2
2021,0,0,21,1200000,10,16228,37,31,2,2
2021,2,0,96,256000,16,256000,87,76,0,2
2021,2,0,82,200000,16,200000,87,76,2,2
2021,2,0,36,200000,16,200000,87,76,2,2
2021,1,0,42,180000,16,180000,87,76,2,2
2021,1,0,89,110000,16,110000,87,76,0,1
2021,1,0,122,80000,2,63810,13,11,1,2
2021,1,0,71,39600,7,46809,76,67,1,2
2021,0,0,71,4000,16,4000,89,77,1,1
2021,0,0,45,1600000,10,21637,37,31,1,0
2021,2,0,71,130000,2,103691,13,11,2,2
2021,1,0,36,80000,16,80000,87,76,2,2
2021,1,0,45,110000,16,110000,87,76,2,2
2021,2,0,71,165000,16,165000,87,76,2,2
2021,0,0,6,1335000,10,18053,37,1,0,2
2021,1,0,45,52500,8,72212,86,75,2,0
2021,0,0,71,31000,7,36643,29,24,2,0
2021,1,0,45,108000,15,12103,82,72,1,1
2021,2,0,45,70000,8,96282,86,75,2,0
2021,2,0,115,170000,16,170000,87,76,1,2
2021,1,0,71,115000,16,115000,87,76,2,0
2021,0,0,71,90000,16,90000,87,76,0,2
2021,3,0,116,600000,16,600000,87,76,2,2
2021,0,0,71,2100000,10,28399,37,31,1,2
2021,1,0,36,93000,16,93000,87,76,2,2
2021,2,0,20,125000,2,99703,13,11,1,0
2021,2,0,117,147000,7,173762,31,25,1,2
2021,2,0,99,185000,16,185000,87,76,2,0
2021,3,0,83,120000,7,141846,31,25,2,1
2021,1,0,71,130000,16,130000,87,76,2,0
2021,2,0,36,54000,7,63831,31,25,2,0
2021,1,0,71,1250000,10,16904,37,31,0,2
2021,2,0,99,4900000,10,66265,37,31,2,1
2021,1,0,71,21600,7,25532,71,25,0,2
2021,2,0,93,160000,16,160000,65,76,0,0
2021,1,0,45,93150,16,93150,87,76,1,1
2021,1,0,45,111775,16,111775,87,76,1,1
2021,1,0,45,250000,15,28016,82,72,1,2
2021,0,0,45,55000,7,65013,31,25,1,0
2021,0,0,45,72500,16,72500,87,76,2,2
2021,2,0,33,102000,1,18907,11,10,1,1
2021,0,0,64,65000,7,76833,31,25,2,1
2021,0,0,99,85000,16,85000,57,25,0,2
2021,2,0,71,65720,7,77684,29,24,1,0
2021,0,0,71,100000,16,100000,87,76,1,2
2021,0,0,71,58000,16,58000,87,76,2,0
2021,2,0,6,55000,16,55000,76,67,2,2
2021,2,0,71,180000,15,20171,82,72,2,0
2021,0,0,22,50000,7,59102,50,43,2,2
2021,1,0,45,112000,16,112000,87,76,2,2
2021,0,0,122,100000,16,100000,45,14,2,1
2021,1,3,45,59000,7,69741,57,50,2,2
2021,2,1,126,105000,16,105000,87,76,1,2
2021,1,0,122,69999,16,69999,22,18,2,0
2021,2,0,68,7000000,10,94665,37,31,2,0
2021,2,0,88,87000,7,102839,73,64,2,2
2021,1,0,71,109000,16,109000,87,76,2,0
2021,1,0,99,43200,7,51064,43,38,2,0
2022,2,0,45,135000,16,135000,87,76,1,2
2022,2,0,36,155000,16,155000,87,76,1,2
2022,2,0,36,120600,16,120600,87,76,1,2
2022,1,0,71,130000,16,130000,87,76,1,1
2022,1,0,71,90000,16,90000,87,76,1,1
2022,1,0,45,170000,16,170000,87,76,1,2
2022,1,0,45,150000,16,150000,87,76,1,2
2022,2,0,36,102100,16,102100,87,76,1,2
2022,2,0,36,84900,16,84900,87,76,1,2
2022,2,0,71,136620,16,136620,87,76,1,2
2022,2,0,71,99360,16,99360,87,76,1,2
2022,2,0,71,90000,8,117789,86,75,1,1
2022,2,0,71,80000,8,104702,86,75,1,1
2022,2,0,71,146000,16,146000,87,76,1,2
2022,2,0,71,123000,16,123000,87,76,1,2
2022,0,0,45,40000,8,52351,86,75,1,2
2022,2,0,36,99000,16,99000,87,76,1,1
2022,2,0,36,116000,16,116000,87,76,1,1
2022,1,0,36,106260,16,106260,87,76,1,1
2022,1,0,36,126500,16,126500,87,76,1,1
2022,3,0,45,242000,16,242000,87,76,1,2
2022,3,0,45,200000,16,200000,87,76,1,2
2022,1,0,71,50000,8,65438,86,75,1,1
2022,1,0,71,30000,8,39263,86,75,1,1
2022,1,0,45,60000,8,78526,86,75,1,1
2022,1,0,45,40000,8,52351,86,75,1,1
2022,2,0,71,165220,16,165220,87,76,1,2
2022,0,0,45,35000,8,45807,86,75,1,2
2022,2,0,71,120160,16,120160,87,76,1,2
2022,2,0,36,90320,16,90320,87,76,1,2
2022,2,0,45,181940,16,181940,87,76,1,1
2022,2,0,45,132320,16,132320,87,76,1,1
2022,2,0,45,220110,16,220110,87,76,1,1
2022,2,0,45,160080,16,160080,87,76,1,1
2022,2,0,71,180000,16,180000,87,76,2,1
2022,2,0,71,120000,16,120000,87,76,2,1
2022,2,0,36,124190,16,124190,87,76,1,2
2022,3,0,36,130000,16,130000,87,76,1,2
2022,3,0,36,110000,16,110000,87,76,1,2
2022,2,0,36,170000,16,170000,87,76,1,2
2022,1,0,36,115500,16,115500,87,76,1,2
2022,2,0,36,112900,16,112900,87,76,1,2
2022,2,0,45,165400,16,165400,87,76,1,2
2022,2,0,45,132320,16,132320,87,76,1,2
2022,1,0,36,167000,16,167000,87,76,1,2
2022,2,0,45,243900,16,243900,87,76,1,2
2022,2,0,36,136600,16,136600,87,76,1,2
2022,2,0,36,109280,16,109280,87,76,1,2
2022,2,0,45,128875,16,128875,87,76,1,2
2022,2,0,45,93700,16,93700,87,76,1,2
2022,3,0,89,224000,16,224000,87,76,1,2
2022,3,0,89,167875,16,167875,87,76,1,2
2022,3,0,8,175000,16,175000,87,76,1,2
2022,2,0,45,156600,16,156600,87,76,1,2
2022,2,0,45,108800,16,108800,87,76,1,1
2022,2,0,71,95550,16,95550,87,76,1,1
2022,2,0,45,113000,16,113000,87,76,2,1
2022,2,0,36,135000,16,135000,87,76,1,2
2022,2,0,68,161342,16,161342,87,76,1,2
2022,2,0,68,137141,16,137141,87,76,1,2
2022,2,0,71,167000,16,167000,87,76,1,2
2022,2,0,45,60000,8,78526,86,75,1,1
2022,2,0,45,50000,8,65438,86,75,1,1
2022,2,0,71,150000,16,150000,87,76,1,1
2022,2,0,71,211500,16,211500,87,76,1,2
2022,2,0,42,192400,16,192400,13,11,1,2
2022,2,0,42,90700,16,90700,13,11,1,2
2022,2,0,36,130000,16,130000,13,11,1,2
2022,2,0,36,61300,16,61300,13,11,1,2
2022,2,0,45,160000,16,160000,87,76,2,1
2022,2,0,71,138600,16,138600,87,76,1,2
2022,2,0,45,136000,16,136000,87,76,1,1
2022,1,0,36,58000,16,58000,87,76,0,1
2022,3,0,8,135000,16,135000,87,76,1,2
2022,2,0,71,170000,16,170000,87,76,1,2
2022,2,0,99,189650,16,189650,87,76,1,1
2022,2,0,99,164996,16,164996,87,76,1,1
2022,1,0,84,50000,7,54957,33,28,1,1
2022,3,0,93,150000,2,118187,13,11,0,2
2022,2,0,36,132000,16,132000,87,76,1,1
2022,2,0,42,208775,16,208775,87,76,1,2
2022,2,0,42,147800,16,147800,87,76,1,2
2022,2,0,45,136994,16,136994,87,76,1,2
2022,2,0,45,101570,16,101570,87,76,1,2
2022,2,0,36,128875,16,128875,87,76,1,2
2022,2,0,36,93700,16,93700,87,76,1,2
2022,3,0,90,6000000,10,79039,37,31,2,0
2022,0,0,99,28500,8,37300,86,75,2,2
2022,2,0,36,164000,16,164000,87,76,1,1
2022,2,0,45,155000,16,155000,87,76,1,2
2022,1,0,99,95000,8,124333,86,75,1,1
2022,1,0,99,75000,8,98158,86,75,1,1
2022,1,0,6,120000,16,120000,87,76,1,1
2022,2,0,40,145000,16,145000,87,76,1,2
2022,2,0,40,105400,16,105400,87,76,1,2
2022,1,0,99,80000,7,87932,29,25,1,2
2022,1,0,45,90000,8,117789,86,75,1,1
2022,2,0,71,215300,16,215300,87,76,2,2
2022,2,0,71,158200,16,158200,87,76,2,2
2022,2,0,45,209100,16,209100,87,76,2,2
2022,2,0,45,154600,16,154600,87,76,2,2
2022,2,0,36,115934,16,115934,87,76,1,1
2022,2,0,36,81666,16,81666,87,76,1,1
2022,2,0,45,175000,16,175000,87,76,1,2
2022,1,0,45,75000,8,98158,86,75,1,1
2022,2,0,45,183600,16,183600,87,76,2,2
2022,1,0,36,40000,8,52351,86,75,1,2
2022,2,0,71,180000,16,180000,87,76,1,2
2022,1,0,71,55000,8,71982,86,75,1,1
2022,1,0,71,35000,8,45807,86,75,1,1
2022,1,0,45,60000,7,65949,33,28,1,2
2022,1,0,45,45000,7,49461,33,28,1,2
2022,1,0,45,60000,8,78526,86,75,1,2
2022,1,0,45,45000,8,58894,86,75,1,2
2022,2,0,71,260000,16,260000,87,76,1,2
2022,2,0,66,60000,16,60000,3,47,2,2
2022,1,0,45,63900,16,63900,87,76,1,1
2022,1,0,106,160000,16,160000,87,76,2,2
2022,1,0,106,112300,16,112300,87,76,2,2
2022,1,0,68,241000,16,241000,87,76,1,2
2022,1,0,68,159000,16,159000,87,76,1,2
2022,2,0,71,180000,16,180000,87,76,1,1
2022,2,0,71,80000,16,80000,87,76,1,1
2022,1,0,45,82900,16,82900,87,76,1,1
2022,2,0,45,100800,16,100800,87,76,2,2
2022,1,0,45,45000,7,49461,76,67,1,2
2022,2,0,71,140400,16,140400,87,76,2,1
2022,1,0,36,30000,8,39263,86,75,1,2
2022,1,0,36,40000,7,43966,76,67,1,2
2022,1,0,36,30000,7,32974,76,67,1,2
2022,1,0,45,80000,7,87932,76,67,1,2
2022,1,0,45,70000,7,76940,76,67,1,2
2022,1,0,45,80000,8,104702,86,75,1,2
2022,1,0,45,70000,8,91614,86,75,1,2
2022,1,0,45,60000,7,65949,76,67,1,2
2022,1,0,45,80000,7,87932,33,28,1,2
2022,1,0,36,40000,7,43966,33,28,1,2
2022,1,0,36,30000,7,32974,33,28,1,2
2022,1,0,45,75000,8,98158,86,75,1,2
2022,2,0,71,215300,16,215300,87,76,2,1
2022,1,0,45,70000,7,76940,33,28,1,2
2022,2,0,45,180000,16,180000,87,76,1,2
2022,0,0,96,20000,7,21983,64,56,2,2
2022,2,0,45,80000,16,80000,87,76,1,2
2022,1,0,98,100000,2,78791,13,11,1,2
2022,3,0,83,250000,2,196979,13,11,2,0
2022,1,0,99,120000,16,120000,87,76,0,2
2022,0,0,33,125000,16,125000,87,76,1,1
2022,1,0,113,240000,5,37236,87,76,2,0
2022,2,0,45,105000,16,105000,87,76,1,2
2022,2,0,95,80000,7,87932,31,25,1,1
2022,1,0,22,1400000,10,18442,37,31,1,2
2022,1,0,71,2400000,10,31615,37,31,2,2
2022,1,0,100,53000,7,58255,64,56,2,0
2022,0,0,87,100000,16,100000,87,76,2,0
2022,1,3,45,50000,7,54957,31,25,2,0
2022,0,0,71,1400000,10,18442,37,31,1,2
2022,2,0,117,148000,7,162674,31,25,1,2
2022,0,0,45,120000,16,120000,87,76,1,2
2022,2,0,122,144000,16,144000,87,76,2,0
2022,2,0,71,104890,16,104890,87,76,1,2
2022,2,0,45,100000,16,100000,87,76,1,2
2022,2,0,71,140000,16,140000,87,76,1,2
2022,1,0,36,135000,16,135000,87,76,1,2
2022,1,0,36,50000,16,50000,87,76,1,2
2022,2,0,71,220000,16,220000,87,76,1,2
2022,1,0,71,140000,8,183228,86,75,1,1
2022,1,0,71,70000,8,91614,86,75,1,1
2022,2,0,71,185100,16,185100,87,76,1,2
2022,2,0,99,220000,16,220000,87,76,1,2
2022,1,0,71,200000,16,200000,87,76,1,2
2022,1,0,71,120000,16,120000,87,76,1,2
2022,2,0,99,120000,16,120000,85,74,0,2
2022,2,0,99,65000,16,65000,85,74,0,2
2022,3,0,45,324000,16,324000,87,76,1,2
2022,3,0,45,216000,16,216000,87,76,1,2
2022,2,0,45,210000,16,210000,87,76,1,2
2022,2,0,99,120000,16,120000,87,76,1,2
2022,2,0,71,230000,16,230000,87,76,1,2
2022,0,3,71,100000,16,100000,0,0,1,0
2022,1,2,71,100000,16,100000,13,76,1,2
2022,0,1,12,29000,7,31875,80,18,1,2
2022,2,0,88,200000,16,200000,51,76,1,2
2022,1,0,115,75000,16,75000,13,11,0,2
2022,1,0,71,150000,13,35590,63,55,2,2
2022,2,0,98,100000,2,78791,13,11,1,2
2022,2,0,71,100000,16,100000,11,76,1,2
2022,1,0,106,153000,16,153000,87,76,1,0
2022,0,0,45,52800,7,58035,60,25,1,2
2022,2,0,71,165000,16,165000,87,76,1,2
2022,2,0,122,85000,7,93427,29,24,2,0
2022,0,0,71,66500,2,52396,13,11,2,2
2022,2,0,99,57000,7,62651,57,50,2,2
2022,1,0,88,30000,7,32974,27,22,0,2
2022,0,0,71,40000,16,40000,44,44,2,2
2022,1,0,99,121000,0,87425,5,5,2,2
2022,2,0,45,115000,16,115000,87,76,1,2
2022,0,0,71,120000,0,86703,5,5,1,0
2022,1,0,12,75000,16,75000,9,76,2,2
2022,1,0,122,59000,7,64849,6,6,2,1
2022,0,0,122,120000,16,120000,87,76,2,2
2022,1,0,10,157000,16,157000,87,76,2,2
2022,0,0,34,150000,16,150000,5,5,0,2
2022,1,0,22,90000,2,70912,13,11,2,0
2022,0,0,45,65000,16,65000,87,76,0,2
2022,2,0,99,65000,7,71444,42,36,0,2
2022,0,0,38,20000,16,20000,60,53,1,1
2022,1,0,71,48000,16,48000,69,76,0,2
2022,2,0,68,152500,16,152500,87,76,1,2
2022,1,0,45,62000,7,68147,29,24,1,2
2022,1,0,71,115000,3,122346,78,69,2,1
2022,2,0,10,380000,16,380000,87,76,2,2
2022,1,0,71,88000,2,69336,13,11,1,2
2022,0,0,33,10000,16,10000,64,43,1,2
2022,1,0,36,20000,16,20000,33,28,0,2
2022,2,0,39,405000,16,405000,87,76,2,2
2022,1,0,71,135000,16,135000,87,76,2,2
2022,2,0,10,177000,16,177000,87,76,2,2
2022,1,0,71,78000,16,78000,87,76,1,2
2022,2,0,36,100000,16,100000,87,76,1,2
2022,1,0,36,85000,16,85000,13,11,1,1
2022,1,0,36,75000,16,75000,13,11,1,1
2022,2,0,99,214000,16,214000,87,76,1,2
2022,2,0,99,192600,16,192600,87,76,1,2
2022,2,0,42,266400,16,266400,87,76,1,2
2022,2,0,42,213120,16,213120,87,76,1,2
2022,1,0,71,141300,16,141300,87,76,1,1
2022,1,0,71,102100,16,102100,87,76,1,1
2022,2,0,36,115934,16,115934,87,76,1,2
2022,2,0,36,81666,16,81666,87,76,1,2
2022,1,0,45,206699,16,206699,87,76,1,1
2022,1,0,45,99100,16,99100,87,76,1,1
2022,2,0,45,130000,16,130000,87,76,1,2
2022,2,0,45,110500,16,110500,87,76,1,2
2022,2,0,36,99050,16,99050,87,76,1,2
2022,2,0,45,160000,16,160000,87,76,1,2
2022,2,0,71,205300,16,205300,87,76,2,1
2022,2,0,71,176000,16,176000,87,76,1,2
2022,2,0,71,144000,16,144000,87,76,1,2
2022,2,0,45,200100,16,200100,87,76,1,2
2022,2,0,45,145000,16,145000,87,76,1,2
2022,2,0,45,70500,16,70500,87,76,1,1
2022,2,0,71,205300,16,205300,87,76,1,1
2022,2,0,71,140400,16,140400,87,76,1,1
2022,2,0,8,205300,16,205300,87,76,1,1
2022,2,0,8,184700,16,184700,87,76,1,1
2022,2,0,45,175100,16,175100,87,76,1,2
2022,2,0,45,140250,16,140250,87,76,1,2
2022,2,0,36,116150,16,116150,87,76,1,2
2022,2,0,45,54000,16,54000,87,76,1,1
2022,1,0,36,50000,8,65438,86,75,1,1
2022,2,0,36,80000,16,80000,87,76,1,2
2022,2,0,71,210000,16,210000,87,76,1,2
2022,2,0,36,69000,16,69000,87,76,1,2
2022,2,0,36,150075,16,150075,87,76,1,2
2022,2,0,45,25000,16,25000,87,76,1,2
2022,2,0,36,126500,16,126500,87,76,1,2
2022,2,0,36,106260,16,106260,87,76,1,2
2022,2,0,45,220110,16,220110,87,76,1,2
2022,2,0,45,160080,16,160080,87,76,1,2
2022,2,0,36,105000,16,105000,87,76,1,2
2022,2,0,36,110925,16,110925,87,76,1,2
2022,1,0,36,35000,8,45807,86,75,1,1
2022,2,0,36,60000,16,60000,87,76,1,2
2022,2,0,42,192564,16,192564,87,76,1,2
2022,2,0,42,144854,16,144854,87,76,1,2
2022,2,0,71,150000,16,150000,87,76,1,2
